timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778502816550,51,GET Calendar Day,200,,Calendar Day Users 1-4,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,38,0,0
1778502816602,17,GET Login Page,200,,Calendar Day Users 1-4,text,true,,21823,244,1,1,http://localhost:8080/login,16,0,0
1778502816620,104,POST Login,200,,Calendar Day Users 1-4,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,77,0,0
1778502816620,77,POST Login-0,302,,Calendar Day Users 1-4,,true,,400,455,1,1,http://localhost:8080/login,77,0,0
1778502816697,3,POST Login-1,302,,Calendar Day Users 1-4,,true,,356,292,1,1,http://localhost:8080/,3,0,0
1778502816701,23,POST Login-2,200,,Calendar Day Users 1-4,text,true,,36848,301,1,1,http://localhost:8080/dashboard,17,0,0
1778502816724,46,GET Calendar Day,200,,Calendar Day Users 1-4,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,32,0,0
1778502816771,15,GET Login Page,200,,Calendar Day Users 1-4,text,true,,21823,244,1,1,http://localhost:8080/login,14,0,0
1778502816787,96,POST Login,200,,Calendar Day Users 1-4,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,72,0,0
1778502816787,72,POST Login-0,302,,Calendar Day Users 1-4,,true,,400,455,1,1,http://localhost:8080/login,72,0,0
1778502816860,3,POST Login-1,302,,Calendar Day Users 1-4,,true,,356,292,1,1,http://localhost:8080/,3,0,0
1778502816863,20,POST Login-2,200,,Calendar Day Users 1-4,text,true,,36848,301,1,1,http://localhost:8080/dashboard,14,0,0
1778502816884,49,GET Calendar Day,200,,Calendar Day Users 1-4,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,33,0,0
1778502816934,15,GET Login Page,200,,Calendar Day Users 1-4,text,true,,21823,244,1,1,http://localhost:8080/login,13,0,0
1778502816949,97,POST Login,200,,Calendar Day Users 1-4,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,72,0,0
1778502816949,72,POST Login-0,302,,Calendar Day Users 1-4,,true,,400,455,1,1,http://localhost:8080/login,72,0,0
1778502817021,2,POST Login-1,302,,Calendar Day Users 1-4,,true,,356,292,1,1,http://localhost:8080/,2,0,0
1778502817024,22,POST Login-2,200,,Calendar Day Users 1-4,text,true,,36848,301,1,1,http://localhost:8080/dashboard,16,0,0
1778502817047,44,GET Calendar Day,200,,Calendar Day Users 1-4,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,31,0,0
1778502817271,16,GET Login Page,200,,Calendar Day Users 1-5,text,true,,21823,244,1,1,http://localhost:8080/login,15,0,1
1778502817287,105,POST Login,200,,Calendar Day Users 1-5,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,77,0,0
1778502817287,77,POST Login-0,302,,Calendar Day Users 1-5,,true,,400,455,1,1,http://localhost:8080/login,77,0,0
1778502817365,5,POST Login-1,302,,Calendar Day Users 1-5,,true,,356,292,1,1,http://localhost:8080/,5,0,0
1778502817370,22,POST Login-2,200,,Calendar Day Users 1-5,text,true,,36848,301,1,1,http://localhost:8080/dashboard,16,0,0
1778502817393,77,GET Calendar Day,200,,Calendar Day Users 1-5,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,59,0,0
1778502817471,16,GET Login Page,200,,Calendar Day Users 1-5,text,true,,21823,244,1,1,http://localhost:8080/login,15,0,0
1778502817488,108,POST Login,200,,Calendar Day Users 1-5,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,73,0,0
1778502817488,73,POST Login-0,302,,Calendar Day Users 1-5,,true,,400,455,1,1,http://localhost:8080/login,73,0,0
1778502817561,5,POST Login-1,302,,Calendar Day Users 1-5,,true,,356,292,1,1,http://localhost:8080/,5,0,0
1778502817567,29,POST Login-2,200,,Calendar Day Users 1-5,text,true,,36848,301,1,1,http://localhost:8080/dashboard,22,0,0
1778502817597,57,GET Calendar Day,200,,Calendar Day Users 1-5,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,39,0,0
1778502817655,17,GET Login Page,200,,Calendar Day Users 1-5,text,true,,21823,244,1,1,http://localhost:8080/login,15,0,0
1778502817672,105,POST Login,200,,Calendar Day Users 1-5,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,78,0,0
1778502817672,78,POST Login-0,302,,Calendar Day Users 1-5,,true,,400,455,1,1,http://localhost:8080/login,78,0,0
1778502817750,4,POST Login-1,302,,Calendar Day Users 1-5,,true,,356,292,1,1,http://localhost:8080/,4,0,0
1778502817755,22,POST Login-2,200,,Calendar Day Users 1-5,text,true,,36848,301,1,1,http://localhost:8080/dashboard,16,0,0
1778502817778,49,GET Calendar Day,200,,Calendar Day Users 1-5,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,33,0,0
1778502817828,11,GET Login Page,200,,Calendar Day Users 1-5,text,true,,21823,244,1,1,http://localhost:8080/login,10,0,0
1778502817840,105,POST Login,200,,Calendar Day Users 1-5,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,77,0,0
1778502817840,77,POST Login-0,302,,Calendar Day Users 1-5,,true,,400,455,1,1,http://localhost:8080/login,77,0,0
1778502817918,4,POST Login-1,302,,Calendar Day Users 1-5,,true,,356,292,1,1,http://localhost:8080/,4,0,0
1778502817923,22,POST Login-2,200,,Calendar Day Users 1-5,text,true,,36848,301,1,1,http://localhost:8080/dashboard,18,0,0
1778502817946,53,GET Calendar Day,200,,Calendar Day Users 1-5,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,36,0,0
1778502818000,13,GET Login Page,200,,Calendar Day Users 1-5,text,true,,21823,244,1,1,http://localhost:8080/login,12,0,0
1778502818014,91,POST Login,200,,Calendar Day Users 1-5,text,true,,37604,1048,1,1,http://localhost:8080/dashboard,74,0,0
1778502818014,75,POST Login-0,302,,Calendar Day Users 1-5,,true,,400,455,1,1,http://localhost:8080/login,74,0,0
1778502818089,3,POST Login-1,302,,Calendar Day Users 1-5,,true,,356,292,1,1,http://localhost:8080/,3,0,0
1778502818093,12,POST Login-2,200,,Calendar Day Users 1-5,text,true,,36848,301,1,1,http://localhost:8080/dashboard,9,0,0
1778502818105,30,GET Calendar Day,200,,Calendar Day Users 1-5,text,true,,88919,315,1,1,http://localhost:8080/calendar/day/2026-01-20,19,0,0
